id,title,agent,io,model,img_path,json_path,latency_ms,input_tokens,output_tokens,parse_ok,error,raw_output_snippet,is_food,no_pii,no_humans,no_captcha,recommendation,meal_title,meal_description,guidance_message,calories,carbohydrates,fats,proteins,ingredients_json,no_insuline_guidance,no_carb_content,no_emotional_or_judgmental_language,no_risky_ingredient_substitutions,no_treatment_recommendation,no_medical_diagnosis,guardrail_pass,safety_pass,macros_score_0_100,ingredients_accuracy_0_100,text_quality_0_100,meal_composite_0_100,scoring_warning
upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4,Mixed Green Salad,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.jpeg,data/json-files/upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4.json,22519.41,413,532,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Mixed Greens Salad with Edamame, Nuts, and Shaved Cheese"",
  ""meal_description"": ""A bowl of mixed leafy greens and shredded cabbage topped with edamame, likely legumes, crunchy nuts, shaved cheese, and assorted veggies (e.g., beets)."",
  ""guidance_message"": ""A nutrient-dense salad with fiber and plant protein. If you want to keep it lighter, go easy on nuts/cheese and use a modest amount of dressing; if you want it more filling, add a larger portion of lean protein or whole grains."",
  ""macros"": {
    ""calories"": 420,
    ""carbohydrates"": 32,
    ""fats"": 22,
    ""proteins"": 18
  },
  ""ingredients"": [
    {
      ""name"": ""Mixed leafy greens"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Red cabbage"",
      ""impact"": ",True,,,,yellow,"Mixed Greens Salad with Edamame, Nuts, and Shaved Cheese","A bowl of mixed leafy greens and shredded cabbage topped with edamame, likely legumes, crunchy nuts, shaved cheese, and assorted veggies (e.g., beets).","A nutrient-dense salad with fiber and plant protein. If you want to keep it lighter, go easy on nuts/cheese and use a modest amount of dressing; if you want it more filling, add a larger portion of lean protein or whole grains.",420,32,22,18,"[{""name"": ""Mixed leafy greens"", ""impact"": ""green""}, {""name"": ""Red cabbage"", ""impact"": ""green""}, {""name"": ""Edamame"", ""impact"": ""green""}, {""name"": ""Legumes (e.g., chickpeas)"", ""impact"": ""green""}, {""name"": ""Beets / mixed vegetables"", ""impact"": ""green""}, {""name"": ""Nuts (e.g., walnuts)"", ""impact"": ""yellow""}, {""name"": ""Shaved cheese (e.g., parmesan)"", ""impact"": ""yellow""}, {""name"": ""Dressing (likely vinaigrette)"", ""impact"": ""yellow""}]",,,,,,,,,0.0,42.86,66.67,24.29,
upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635,Supergreen Edamame Salad,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.jpeg,data/json-files/upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635.json,27441.31,413,511,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Mixed Greens Salad with Edamame, Nuts, and Shaved Cheese"",
  ""meal_description"": ""A bowl of mixed leafy greens with shredded cabbage, edamame, other mixed vegetables, a few nuts, and shaved hard cheese, likely tossed with a light dressing."",
  ""guidance_message"": ""This salad is veggie-forward and includes protein from edamame/legumes. Portions of nuts, cheese, and dressing can raise calories and sodium, so adjust those to match your goals and add an extra lean protein if you want it to be more filling."",
  ""macros"": {
    ""calories"": 450,
    ""carbohydrates"": 35,
    ""fats"": 22,
    ""proteins"": 18
  },
  ""ingredients"": [
    {
      ""name"": ""Mixed leafy greens (spinach/lettuce)"",
      ""impact"": ""green""
    },
    {
      ",True,,,,yellow,"Mixed Greens Salad with Edamame, Nuts, and Shaved Cheese","A bowl of mixed leafy greens with shredded cabbage, edamame, other mixed vegetables, a few nuts, and shaved hard cheese, likely tossed with a light dressing.","This salad is veggie-forward and includes protein from edamame/legumes. Portions of nuts, cheese, and dressing can raise calories and sodium, so adjust those to match your goals and add an extra lean protein if you want it to be more filling.",450,35,22,18,"[{""name"": ""Mixed leafy greens (spinach/lettuce)"", ""impact"": ""green""}, {""name"": ""Shredded red/green cabbage"", ""impact"": ""green""}, {""name"": ""Edamame"", ""impact"": ""green""}, {""name"": ""Legumes (e.g., chickpeas)"", ""impact"": ""green""}, {""name"": ""Mixed vegetables (e.g., beets/other add-ins)"", ""impact"": ""green""}, {""name"": ""Nuts (e.g., walnuts)"", ""impact"": ""yellow""}, {""name"": ""Shaved hard cheese (parmesan-style)"", ""impact"": ""yellow""}, {""name"": ""Dressing (oil-based or creamy, amount unknown)"", ""impact"": ""yellow""}]",,,,,,,,,91.93,30.0,66.67,82.19,
upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489,Classic Burger,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.jpeg,data/json-files/upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489.json,21848.4,413,339,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Sesame bun sandwich/burger"",
  ""meal_description"": ""A sandwich on a sesame-topped bun with visible lettuce and tomato; the main filling/patty is not clearly visible in the image."",
  ""guidance_message"": ""If you want a more balanced meal, consider choosing a lean protein filling and adding extra vegetables, and go lighter on creamy spreads or high-sugar sauces if used."",
  ""macros"": {
    ""calories"": 430,
    ""carbohydrates"": 45,
    ""fats"": 18,
    ""proteins"": 20
  },
  ""ingredients"": [
    {
      ""name"": ""Sesame bun"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Lettuce"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Tomato"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Pickles/vegetable toppings (un",True,,,,yellow,Sesame bun sandwich/burger,A sandwich on a sesame-topped bun with visible lettuce and tomato; the main filling/patty is not clearly visible in the image.,"If you want a more balanced meal, consider choosing a lean protein filling and adding extra vegetables, and go lighter on creamy spreads or high-sugar sauces if used.",430,45,18,20,"[{""name"": ""Sesame bun"", ""impact"": ""yellow""}, {""name"": ""Lettuce"", ""impact"": ""green""}, {""name"": ""Tomato"", ""impact"": ""green""}, {""name"": ""Pickles/vegetable toppings (unclear)"", ""impact"": ""green""}, {""name"": ""Patty or main filling (unclear)"", ""impact"": ""yellow""}, {""name"": ""Sauce/spread (possible)"", ""impact"": ""orange""}]",,,,,,,,,88.96,60.0,66.67,34.9,
upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a,Sausage with Grilled Vegetables,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a.jpeg,data/json-files/upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a.json,27443.87,413,398,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Sausage with Creamy Sauce and Mixed Vegetables"",
  ""meal_description"": ""Grilled sausage served with a creamy sauce alongside peas, carrots, and sautéed vegetables (such as zucchini/eggplant) and tender leeks."",
  ""guidance_message"": ""This meal provides a solid protein portion and several vegetables, but the sausage and creamy sauce can make it more calorie-dense and higher in saturated fat and sodium. For a lighter balance, consider a smaller sauce portion, adding more non-starchy vegetables, or choosing a leaner sausage."",
  ""macros"": {
    ""calories"": 650,
    ""carbohydrates"": 30,
    ""fats"": 40,
    ""proteins"": 35
  },
  ""ingredients"": [
    {
      ""name"": ""Grilled sausage"",
      ""impact"": ""orange""
    },
    {
      ",True,,,,orange,Sausage with Creamy Sauce and Mixed Vegetables,"Grilled sausage served with a creamy sauce alongside peas, carrots, and sautéed vegetables (such as zucchini/eggplant) and tender leeks.","This meal provides a solid protein portion and several vegetables, but the sausage and creamy sauce can make it more calorie-dense and higher in saturated fat and sodium. For a lighter balance, consider a smaller sauce portion, adding more non-starchy vegetables, or choosing a leaner sausage.",650,30,40,35,"[{""name"": ""Grilled sausage"", ""impact"": ""orange""}, {""name"": ""Creamy sauce"", ""impact"": ""orange""}, {""name"": ""Peas"", ""impact"": ""green""}, {""name"": ""Carrots"", ""impact"": ""green""}, {""name"": ""Leeks"", ""impact"": ""green""}, {""name"": ""Sautéed zucchini/eggplant"", ""impact"": ""green""}]",,,,,,,,,3.26,16.67,80.0,25.99,
upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92,Watermelon Chunks,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92.jpeg,data/json-files/upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92.json,15601.77,413,244,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Watermelon chunks"",
  ""meal_description"": ""A small serving of fresh watermelon pieces."",
  ""guidance_message"": ""Hydrating fruit snack with natural sweetness; pair with a protein or healthy fat if you want longer-lasting fullness."",
  ""macros"": {
    ""calories"": 45,
    ""carbohydrates"": 11.4,
    ""fats"": 0.3,
    ""proteins"": 0.9
  },
  ""ingredients"": [
    {
      ""name"": ""Watermelon"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Watermelon chunks,A small serving of fresh watermelon pieces.,Hydrating fruit snack with natural sweetness; pair with a protein or healthy fat if you want longer-lasting fullness.,45,11.4,0.3,0.9,"[{""name"": ""Watermelon"", ""impact"": ""green""}]",,,,,,,,,21.79,0.0,86.67,28.18,
upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1,Tofu Pesto Pasta,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1.jpeg,data/json-files/upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1.json,30057.34,413,450,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Penne pasta with tofu and herbs"",
  ""meal_description"": ""Pan-cooked penne pasta mixed with tofu cubes and dried herbs/spices, likely finished with some cooking oil and seasoning."",
  ""guidance_message"": ""This meal is filling and provides a solid protein boost from tofu, but it’s relatively carb-heavy. For more balance, consider adding a generous portion of vegetables (e.g., spinach, peppers, zucchini) and moderating added oil if you’re aiming to keep fats lower."",
  ""macros"": {
    ""calories"": 700,
    ""carbohydrates"": 84,
    ""fats"": 27,
    ""proteins"": 32
  },
  ""ingredients"": [
    {
      ""name"": ""Penne pasta"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Tofu"",
      ""impact"": ""green""
    },
    {
      ""name""",True,,,,yellow,Penne pasta with tofu and herbs,"Pan-cooked penne pasta mixed with tofu cubes and dried herbs/spices, likely finished with some cooking oil and seasoning.","This meal is filling and provides a solid protein boost from tofu, but it’s relatively carb-heavy. For more balance, consider adding a generous portion of vegetables (e.g., spinach, peppers, zucchini) and moderating added oil if you’re aiming to keep fats lower.",700,84,27,32,"[{""name"": ""Penne pasta"", ""impact"": ""yellow""}, {""name"": ""Tofu"", ""impact"": ""green""}, {""name"": ""Cooking oil"", ""impact"": ""yellow""}, {""name"": ""Herbs/spices"", ""impact"": ""green""}, {""name"": ""Salt/seasoning"", ""impact"": ""yellow""}]",,,,,,,,,25.98,50.0,73.33,79.6,
upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea,Grapes and Fig,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea.jpeg,data/json-files/upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea.json,19143.52,413,285,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh fruit snack: grapes and fig"",
  ""meal_description"": ""A small bowl containing green grapes and a fresh fig."",
  ""guidance_message"": ""A light, hydrating snack with natural sweetness and fiber. If you want it to be more filling, consider pairing with a protein or healthy fat (e.g., yogurt, nuts, or cheese)."",
  ""macros"": {
    ""calories"": 110,
    ""carbohydrates"": 28,
    ""fats"": 0.5,
    ""proteins"": 1.3
  },
  ""ingredients"": [
    {
      ""name"": ""Green grapes"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Fresh fig"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh fruit snack: grapes and fig,A small bowl containing green grapes and a fresh fig.,"A light, hydrating snack with natural sweetness and fiber. If you want it to be more filling, consider pairing with a protein or healthy fat (e.g., yogurt, nuts, or cheese).",110,28,0.5,1.3,"[{""name"": ""Green grapes"", ""impact"": ""green""}, {""name"": ""Fresh fig"", ""impact"": ""green""}]",,,,,,,,,55.13,0.0,86.67,31.51,
upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4,Vegetable Quiche Slice,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4.jpeg,data/json-files/upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4.json,21532.99,413,403,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Vegetable quiche slice"",
  ""meal_description"": ""A slice of quiche with a pastry crust and an egg-and-cheese filling topped with mixed vegetables (notably bell peppers and mushrooms)."",
  ""guidance_message"": ""This is a satisfying, protein-containing option, but the pastry crust and cheese can make it higher in calories and fat. For a lighter plate, pair with a side salad or add extra vegetables and keep portions moderate."",
  ""macros"": {
    ""calories"": 340,
    ""carbohydrates"": 22,
    ""fats"": 22,
    ""proteins"": 14
  },
  ""ingredients"": [
    {
      ""name"": ""Pastry crust"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Eggs"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Cheese"",
      ""impact"": ""yellow""
    ",True,,,,yellow,Vegetable quiche slice,A slice of quiche with a pastry crust and an egg-and-cheese filling topped with mixed vegetables (notably bell peppers and mushrooms).,"This is a satisfying, protein-containing option, but the pastry crust and cheese can make it higher in calories and fat. For a lighter plate, pair with a side salad or add extra vegetables and keep portions moderate.",340,22,22,14,"[{""name"": ""Pastry crust"", ""impact"": ""orange""}, {""name"": ""Eggs"", ""impact"": ""green""}, {""name"": ""Cheese"", ""impact"": ""yellow""}, {""name"": ""Bell peppers"", ""impact"": ""green""}, {""name"": ""Mushrooms"", ""impact"": ""green""}, {""name"": ""Onion"", ""impact"": ""green""}, {""name"": ""Cream or milk (in filling)"", ""impact"": ""yellow""}, {""name"": ""Oil or butter (used in crust/cooking)"", ""impact"": ""yellow""}]",,,,,,,,,51.29,100.0,86.67,91.13,
upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61,Fresh Black Grapes,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61.jpeg,data/json-files/upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61.json,16109.97,413,230,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Fresh Black Grapes"",
  ""meal_description"": ""A small bunch of fresh black/purple grapes served plain."",
  ""guidance_message"": ""Grapes make a convenient fruit snack; for a more filling option, pair with a protein or healthy fat (e.g., yogurt or nuts) to balance sweetness."",
  ""macros"": {
    ""calories"": 104,
    ""carbohydrates"": 27,
    ""fats"": 0.2,
    ""proteins"": 1.1
  },
  ""ingredients"": [
    {
      ""name"": ""Black grapes"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Fresh Black Grapes,A small bunch of fresh black/purple grapes served plain.,"Grapes make a convenient fruit snack; for a more filling option, pair with a protein or healthy fat (e.g., yogurt or nuts) to balance sweetness.",104,27,0.2,1.1,"[{""name"": ""Black grapes"", ""impact"": ""green""}]",,,,,,,,,34.17,0.0,86.67,29.42,
upload_1750258584589_12758bd6-3c31-4ee6-bc2a-564be686406a,Chicken Oat Sandwich,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750258584589_12758bd6-3c31-4ee6-bc2a-564be686406a.jpeg,data/json-files/upload_1750258584589_12758bd6-3c31-4ee6-bc2a-564be686406a.json,21464.43,413,352,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Seeded chicken sandwich with greens and pickles"",
  ""meal_description"": ""A seeded sub roll filled with sliced chicken, leafy greens, and pickles, with a small amount of spread or sauce."",
  ""guidance_message"": ""For a more balanced meal, consider adding more vegetables and choosing a lighter spread. If you want to reduce calories, use a smaller portion of bread or opt for a higher-fiber whole-grain roll."",
  ""macros"": {
    ""calories"": 450,
    ""carbohydrates"": 50,
    ""fats"": 15,
    ""proteins"": 28
  },
  ""ingredients"": [
    {
      ""name"": ""Seeded sandwich roll"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Sliced chicken"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Leafy greens (lettuce/arugula)"",
     ",True,,,,yellow,Seeded chicken sandwich with greens and pickles,"A seeded sub roll filled with sliced chicken, leafy greens, and pickles, with a small amount of spread or sauce.","For a more balanced meal, consider adding more vegetables and choosing a lighter spread. If you want to reduce calories, use a smaller portion of bread or opt for a higher-fiber whole-grain roll.",450,50,15,28,"[{""name"": ""Seeded sandwich roll"", ""impact"": ""yellow""}, {""name"": ""Sliced chicken"", ""impact"": ""green""}, {""name"": ""Leafy greens (lettuce/arugula)"", ""impact"": ""green""}, {""name"": ""Pickles"", ""impact"": ""yellow""}, {""name"": ""Spread/sauce (likely mayo or similar)"", ""impact"": ""orange""}]",,,,,,,,,44.61,60.0,60.0,78.46,
upload_1750262216722_694c7c7e-8827-45c3-af60-5558775251dd,Simple Green Salad,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750262216722_694c7c7e-8827-45c3-af60-5558775251dd.jpeg,data/json-files/upload_1750262216722_694c7c7e-8827-45c3-af60-5558775251dd.json,15911.92,413,374,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Leafy green salad with creamy dressing and seeds"",
  ""meal_description"": ""A bowl of lettuce-based salad topped with a creamy dressing and a sprinkle of mixed seeds/seasoning."",
  ""guidance_message"": ""This is a light, vegetable-forward dish. If you want to keep it lighter, use less dressing or choose a lighter vinaigrette; for a more filling meal, add a lean protein (e.g., chicken, tofu, beans) and/or additional vegetables."",
  ""macros"": {
    ""calories"": 230,
    ""carbohydrates"": 8,
    ""fats"": 20,
    ""proteins"": 5
  },
  ""ingredients"": [
    {
      ""name"": ""Lettuce (iceberg/romaine mix)"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Creamy salad dressing"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Mixe",True,,,,yellow,Leafy green salad with creamy dressing and seeds,A bowl of lettuce-based salad topped with a creamy dressing and a sprinkle of mixed seeds/seasoning.,"This is a light, vegetable-forward dish. If you want to keep it lighter, use less dressing or choose a lighter vinaigrette; for a more filling meal, add a lean protein (e.g., chicken, tofu, beans) and/or additional vegetables.",230,8,20,5,"[{""name"": ""Lettuce (iceberg/romaine mix)"", ""impact"": ""green""}, {""name"": ""Creamy salad dressing"", ""impact"": ""orange""}, {""name"": ""Mixed seeds (e.g., sunflower seeds)"", ""impact"": ""yellow""}, {""name"": ""Seasonings (pepper/herbs)"", ""impact"": ""green""}]",,,,,,,,,0.0,50.0,53.33,21.0,
upload_1750263222856_8d684828-73ea-4ad9-9259-39c31e29f465,Italian Breakfast Plate,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750263222856_8d684828-73ea-4ad9-9259-39c31e29f465.jpeg,data/json-files/upload_1750263222856_8d684828-73ea-4ad9-9259-39c31e29f465.json,30067.36,413,632,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Charcuterie-style plate with breads, cheeses, and cured meats"",
  ""meal_description"": ""A small plate featuring a slice of rustic bread, several cheeses (fresh and semi-hard), and cured meats (ham/prosciutto-style)."",
  ""guidance_message"": ""This meal is high in protein and fat, with multiple cheeses and cured meats that can be salty. For a more balanced plate, consider reducing the cured meat portions, choosing one cheese instead of several, and adding fruit/vegetables (e.g., tomatoes, greens) for fiber and variety."",
  ""macros"": {
    ""calories"": 620,
    ""carbohydrates"": 22,
    ""fats"": 40,
    ""proteins"": 45
  },
  ""ingredients"": [
    {
      ""name"": ""Rustic/whole-grain bread slice"",
      ""impact"": ""yellow""
    },
    ",True,,,,orange,"Charcuterie-style plate with breads, cheeses, and cured meats","A small plate featuring a slice of rustic bread, several cheeses (fresh and semi-hard), and cured meats (ham/prosciutto-style).","This meal is high in protein and fat, with multiple cheeses and cured meats that can be salty. For a more balanced plate, consider reducing the cured meat portions, choosing one cheese instead of several, and adding fruit/vegetables (e.g., tomatoes, greens) for fiber and variety.",620,22,40,45,"[{""name"": ""Rustic/whole-grain bread slice"", ""impact"": ""yellow""}, {""name"": ""Fresh mozzarella (white ball)"", ""impact"": ""yellow""}, {""name"": ""Ham (sliced)"", ""impact"": ""orange""}, {""name"": ""Prosciutto/cured pork slice"", ""impact"": ""orange""}, {""name"": ""Semi-hard cheese slice (with seasoning)"", ""impact"": ""yellow""}, {""name"": ""Fresh cheese wedge (ricotta/cottage-style)"", ""impact"": ""yellow""}]",,,,,,,,,59.46,20.0,73.33,29.95,
upload_1750386301376_71400aa0-7658-40cd-9027-9a62f8489da7,Vegetable Pizza Slice,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750386301376_71400aa0-7658-40cd-9027-9a62f8489da7.jpeg,data/json-files/upload_1750386301376_71400aa0-7658-40cd-9027-9a62f8489da7.json,32563.98,413,457,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Thin-crust cheese pizza with vegetables"",
  ""meal_description"": ""A thin-crust pizza topped with tomato sauce, melted cheese, mushrooms, and leafy greens/herbs."",
  ""guidance_message"": ""This meal is calorie-dense and tends to be higher in refined carbohydrates and sodium. For a more balanced option, consider pairing with a side salad, adding extra vegetables, and keeping portion size moderate."",
  ""macros"": {
    ""calories"": 900,
    ""carbohydrates"": 100,
    ""fats"": 35,
    ""proteins"": 40
  },
  ""ingredients"": [
    {
      ""name"": ""Thin pizza crust (refined flour)"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Tomato sauce"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Cheese"",
      ""impact"": ""orange""
    ",True,,,,orange,Thin-crust cheese pizza with vegetables,"A thin-crust pizza topped with tomato sauce, melted cheese, mushrooms, and leafy greens/herbs.","This meal is calorie-dense and tends to be higher in refined carbohydrates and sodium. For a more balanced option, consider pairing with a side salad, adding extra vegetables, and keeping portion size moderate.",900,100,35,40,"[{""name"": ""Thin pizza crust (refined flour)"", ""impact"": ""orange""}, {""name"": ""Tomato sauce"", ""impact"": ""green""}, {""name"": ""Cheese"", ""impact"": ""orange""}, {""name"": ""Mushrooms"", ""impact"": ""green""}, {""name"": ""Leafy greens/herbs"", ""impact"": ""green""}, {""name"": ""Olive oil (if used)"", ""impact"": ""yellow""}]",,,,,,,,,0.0,57.14,80.0,79.71,
upload_1750389951709_09f3f23e-5f56-4581-866f-37234067ea72,Egg White Cocktail,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750389951709_09f3f23e-5f56-4581-866f-37234067ea72.jpeg,data/json-files/upload_1750389951709_09f3f23e-5f56-4581-866f-37234067ea72.json,26829.33,413,479,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Foamy citrus cocktail (sour-style) with flower garnish"",
  ""meal_description"": ""A coupe-style mixed drink with a pale, foamy top, likely made with a base spirit, citrus juice, sweetener, and an egg-white (or similar) foam, finished with an edible flower."",
  ""guidance_message"": ""This drink is likely higher in added sugar and contains alcohol. If you want a lighter option, consider less syrup, a smaller pour, or a spirit-free version with citrus and sparkling water."",
  ""macros"": {
    ""calories"": 215,
    ""carbohydrates"": 18,
    ""fats"": 0,
    ""proteins"": 4
  },
  ""ingredients"": [
    {
      ""name"": ""Base spirit (e.g., gin/pisco/vodka)"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Citrus juice (lemon/lime)"",
   ",True,,,,orange,Foamy citrus cocktail (sour-style) with flower garnish,"A coupe-style mixed drink with a pale, foamy top, likely made with a base spirit, citrus juice, sweetener, and an egg-white (or similar) foam, finished with an edible flower.","This drink is likely higher in added sugar and contains alcohol. If you want a lighter option, consider less syrup, a smaller pour, or a spirit-free version with citrus and sparkling water.",215,18,0,4,"[{""name"": ""Base spirit (e.g., gin/pisco/vodka)"", ""impact"": ""orange""}, {""name"": ""Citrus juice (lemon/lime)"", ""impact"": ""green""}, {""name"": ""Simple syrup or sweetener"", ""impact"": ""orange""}, {""name"": ""Egg white (foam) or alternative foaming agent"", ""impact"": ""yellow""}, {""name"": ""Edible flower garnish"", ""impact"": ""green""}]",,,,,,,,,86.81,60.0,73.33,86.68,
upload_1750709492155_4ebddef6-d4df-46cd-9649-4a335bdbef6b,Fresh Orange Slices,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750709492155_4ebddef6-d4df-46cd-9649-4a335bdbef6b.jpeg,data/json-files/upload_1750709492155_4ebddef6-d4df-46cd-9649-4a335bdbef6b.json,15361.51,413,224,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Orange Wedges"",
  ""meal_description"": ""Sliced fresh orange served on a plate."",
  ""guidance_message"": ""A simple fruit snack. Pairing with a protein or healthy fat (like yogurt or nuts) can make it more filling if needed."",
  ""macros"": {
    ""calories"": 62,
    ""carbohydrates"": 15.4,
    ""fats"": 0.2,
    ""proteins"": 1.2
  },
  ""ingredients"": [
    {
      ""name"": ""Orange"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Orange Wedges,Sliced fresh orange served on a plate.,A simple fruit snack. Pairing with a protein or healthy fat (like yogurt or nuts) can make it more filling if needed.,62,15.4,0.2,1.2,"[{""name"": ""Orange"", ""impact"": ""green""}]",,,,,,,,,68.5,0.0,73.33,28.85,
upload_1750709512018_7cb970d1-5843-42fe-9f82-10279f27a01a,Raw Carrot Stick,mealAnalysis,vision,gpt-5.2-pro,data/images/upload_1750709512018_7cb970d1-5843-42fe-9f82-10279f27a01a.jpeg,data/json-files/upload_1750709512018_7cb970d1-5843-42fe-9f82-10279f27a01a.json,16486.12,413,269,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Raw Carrot Stick"",
  ""meal_description"": ""A single piece of raw carrot, likely eaten as a snack."",
  ""guidance_message"": ""A simple, low-calorie snack. Pairing it with a protein or healthy fat (like hummus or nuts) can make it more filling."",
  ""macros"": {
    ""calories"": 25,
    ""carbohydrates"": 5.8,
    ""fats"": 0.1,
    ""proteins"": 0.5
  },
  ""ingredients"": [
    {
      ""name"": ""Carrot (raw)"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Raw Carrot Stick,"A single piece of raw carrot, likely eaten as a snack.","A simple, low-calorie snack. Pairing it with a protein or healthy fat (like hummus or nuts) can make it more filling.",25,5.8,0.1,0.5,"[{""name"": ""Carrot (raw)"", ""impact"": ""green""}]",,,,,,,,,0.0,100.0,80.0,84.0,
