id,title,agent,io,model,img_path,json_path,latency_ms,input_tokens,output_tokens,parse_ok,error,raw_output_snippet,is_food,no_pii,no_humans,no_captcha,recommendation,meal_title,meal_description,guidance_message,calories,carbohydrates,fats,proteins,ingredients_json,no_insuline_guidance,no_carb_content,no_emotional_or_judgmental_language,no_risky_ingredient_substitutions,no_treatment_recommendation,no_medical_diagnosis
upload_1753211834887_fce7ded2-46f9-47f1-ad3e-667e7d7a06c3,Baked Fish with Sauerkraut,mealAnalysis,vision,gpt-4.1,data/images/upload_1753211834887_fce7ded2-46f9-47f1-ad3e-667e7d7a06c3.jpeg,data/json-files/upload_1753211834887_fce7ded2-46f9-47f1-ad3e-667e7d7a06c3.json,7167.43,361,181,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Baked White Fish with Sauerkraut"",
  ""meal_description"": ""A serving of baked white fish fillet accompanied by a generous portion of sauerkraut."",
  ""guidance_message"": ""This meal is low in calories and fats, and provides a good source of protein and fiber. It is suitable for a balanced diet."",
  ""macros"": {
    ""calories"": 220,
    ""carbohydrates"": 8,
    ""fats"": 4,
    ""proteins"": 32
  },
  ""ingredients"": [
    {
      ""name"": ""white fish fillet"",
      ""impact"": ""green""
    },
    {
      ""name"": ""sauerkraut"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Baked White Fish with Sauerkraut,A serving of baked white fish fillet accompanied by a generous portion of sauerkraut.,"This meal is low in calories and fats, and provides a good source of protein and fiber. It is suitable for a balanced diet.",220,8,4,32,"[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}]",,,,,,
upload_1753211882695_715dc254-cac3-4122-a437-3f9d756e85b7,Fish with Sauerkraut,mealAnalysis,vision,gpt-4.1,data/images/upload_1753211882695_715dc254-cac3-4122-a437-3f9d756e85b7.jpeg,data/json-files/upload_1753211882695_715dc254-cac3-4122-a437-3f9d756e85b7.json,6042.8,361,177,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Baked White Fish with Sauerkraut"",
  ""meal_description"": ""A serving of baked white fish fillet accompanied by a generous portion of sauerkraut."",
  ""guidance_message"": ""This meal is light and balanced, featuring lean protein and fermented vegetables. It can be part of a varied diet."",
  ""macros"": {
    ""calories"": 220,
    ""carbohydrates"": 7,
    ""fats"": 5,
    ""proteins"": 35
  },
  ""ingredients"": [
    {
      ""name"": ""white fish fillet"",
      ""impact"": ""green""
    },
    {
      ""name"": ""sauerkraut"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Baked White Fish with Sauerkraut,A serving of baked white fish fillet accompanied by a generous portion of sauerkraut.,"This meal is light and balanced, featuring lean protein and fermented vegetables. It can be part of a varied diet.",220,7,5,35,"[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}]",,,,,,
upload_1753212036729_b69c6c19-248c-45b9-be7e-5e50eda48a04,Classic Oatmeal Bowl,mealAnalysis,vision,gpt-4.1,data/images/upload_1753212036729_b69c6c19-248c-45b9-be7e-5e50eda48a04.jpeg,data/json-files/upload_1753212036729_b69c6c19-248c-45b9-be7e-5e50eda48a04.json,4506.46,361,161,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Granola with Milk"",
  ""meal_description"": ""A bowl of granola cereal served with milk."",
  ""guidance_message"": ""This meal provides a mix of carbohydrates, fats, and proteins. Consider portion size and added sugars when consuming granola."",
  ""macros"": {
    ""calories"": 320,
    ""carbohydrates"": 48,
    ""fats"": 10,
    ""proteins"": 8
  },
  ""ingredients"": [
    {
      ""name"": ""Granola"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Milk"",
      ""impact"": ""green""
    }
  ]
}",True,,,,yellow,Granola with Milk,A bowl of granola cereal served with milk.,"This meal provides a mix of carbohydrates, fats, and proteins. Consider portion size and added sugars when consuming granola.",320,48,10,8,"[{""name"": ""Granola"", ""impact"": ""yellow""}, {""name"": ""Milk"", ""impact"": ""green""}]",,,,,,
upload_1749840444495_ce8fbfbc-988e-4ee6-9e52-d7ebdf4a58bc,Plain Bread Rolls,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749840444495_ce8fbfbc-988e-4ee6-9e52-d7ebdf4a58bc.jpeg,data/json-files/upload_1749840444495_ce8fbfbc-988e-4ee6-9e52-d7ebdf4a58bc.json,8704.57,413,945,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Soft Bread Rolls (3 pieces)"",
  ""meal_description"": ""Three small soft bread rolls, likely made from refined wheat flour, yeast, and a slightly sweet dough, served plain."",
  ""guidance_message"": ""These rolls are a source of quick carbohydrates. Enjoy them in moderation and consider pairing with protein, healthy fats, or vegetables to make a more balanced meal."",
  ""macros"": {
    ""calories"": 420,
    ""carbohydrates"": 78,
    ""fats"": 9,
    ""proteins"": 12
  },
  ""ingredients"": [
    {
      ""name"": ""Refined wheat flour (white flour)"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Yeast"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Sugar"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Salt"",
      ""impac",True,,,,yellow,Soft Bread Rolls (3 pieces),"Three small soft bread rolls, likely made from refined wheat flour, yeast, and a slightly sweet dough, served plain.","These rolls are a source of quick carbohydrates. Enjoy them in moderation and consider pairing with protein, healthy fats, or vegetables to make a more balanced meal.",420,78,9,12,"[{""name"": ""Refined wheat flour (white flour)"", ""impact"": ""yellow""}, {""name"": ""Yeast"", ""impact"": ""green""}, {""name"": ""Sugar"", ""impact"": ""yellow""}, {""name"": ""Salt"", ""impact"": ""yellow""}, {""name"": ""Vegetable oil or butter"", ""impact"": ""yellow""}, {""name"": ""Milk or egg wash (glaze)"", ""impact"": ""yellow""}, {""name"": ""Sweetened fruit drink (juice box)"", ""impact"": ""orange""}]",,,,,,
upload_1749840712880_d8cedf37-9bdb-4ff5-8e21-6a6a740ae409,Veggie Couscous Plate,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749840712880_d8cedf37-9bdb-4ff5-8e21-6a6a740ae409.jpeg,data/json-files/upload_1749840712880_d8cedf37-9bdb-4ff5-8e21-6a6a740ae409.json,9012.28,413,1066,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Mixed vegetable bowl with couscous and onion ring"",
  ""meal_description"": ""A bowl of steamed and sautéed vegetables served with a grain-like couscous, a small dollop of hummus, and a single fried onion ring."",
  ""guidance_message"": ""This meal is vegetable-forward and nutrient-dense. To increase balance, consider adding a lean protein source and limiting fried items; swap the onion ring for a roasted or baked option and watch portion sizes of the grain if you are tracking calories."",
  ""macros"": {
    ""calories"": 520,
    ""carbohydrates"": 60,
    ""fats"": 22,
    ""proteins"": 20
  },
  ""ingredients"": [
    {
      ""name"": ""broccoli (steamed)"",
      ""impact"": ""green""
    },
    {
      ""name"": ""cauliflower (steamed)"",
      """,True,,,,yellow,Mixed vegetable bowl with couscous and onion ring,"A bowl of steamed and sautéed vegetables served with a grain-like couscous, a small dollop of hummus, and a single fried onion ring.","This meal is vegetable-forward and nutrient-dense. To increase balance, consider adding a lean protein source and limiting fried items; swap the onion ring for a roasted or baked option and watch portion sizes of the grain if you are tracking calories.",520,60,22,20,"[{""name"": ""broccoli (steamed)"", ""impact"": ""green""}, {""name"": ""cauliflower (steamed)"", ""impact"": ""green""}, {""name"": ""sautéed leafy greens (spinach/kale)"", ""impact"": ""green""}, {""name"": ""couscous (or similar grain)"", ""impact"": ""yellow""}, {""name"": ""hummus (small dollop)"", ""impact"": ""green""}, {""name"": ""onion ring (fried)"", ""impact"": ""red""}, {""name"": ""olive oil (used for cooking)"", ""impact"": ""yellow""}]",,,,,,
upload_1749840740344_7e95ee66-1e26-4892-9ce4-b79960061c19,Vegetable Stir-Fry Plate,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749840740344_7e95ee66-1e26-4892-9ce4-b79960061c19.jpeg,data/json-files/upload_1749840740344_7e95ee66-1e26-4892-9ce4-b79960061c19.json,9384.9,413,830,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Sautéed mixed vegetables with a small meat garnish"",
  ""meal_description"": ""A small portion of cooked vegetables (carrots, mushrooms, and squash/zucchini) tossed with herbs and oil, served with a tiny bit of processed meat or pâté on the side."",
  ""guidance_message"": ""This plate is largely vegetables, which is positive. To make it more balanced, consider adding a source of whole grains or a lean protein and limiting processed meat. Watch added fats and salt if you’re tracking those."",
  ""macros"": {
    ""calories"": 160,
    ""carbohydrates"": 18,
    ""fats"": 8,
    ""proteins"": 8
  },
  ""ingredients"": [
    {
      ""name"": ""Carrots"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Mushrooms"",
      ""impact"": ""green""
    },",True,,,,yellow,Sautéed mixed vegetables with a small meat garnish,"A small portion of cooked vegetables (carrots, mushrooms, and squash/zucchini) tossed with herbs and oil, served with a tiny bit of processed meat or pâté on the side.","This plate is largely vegetables, which is positive. To make it more balanced, consider adding a source of whole grains or a lean protein and limiting processed meat. Watch added fats and salt if you’re tracking those.",160,18,8,8,"[{""name"": ""Carrots"", ""impact"": ""green""}, {""name"": ""Mushrooms"", ""impact"": ""green""}, {""name"": ""Zucchini / yellow squash"", ""impact"": ""green""}, {""name"": ""Olive oil and herbs (cooking fat and seasoning)"", ""impact"": ""yellow""}, {""name"": ""Small processed meat or pâté garnish"", ""impact"": ""orange""}]",,,,,,
upload_1749841037102_96ccbf66-4c05-45dc-8920-fd6ef54fcd0d,Rice and Bean Bowl,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749841037102_96ccbf66-4c05-45dc-8920-fd6ef54fcd0d.jpeg,data/json-files/upload_1749841037102_96ccbf66-4c05-45dc-8920-fd6ef54fcd0d.json,11911.23,413,1114,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Rice with Black Beans, Tomato Salsa and Cheese"",
  ""meal_description"": ""A bowl of white rice topped with black beans, chunky tomato salsa and a dollop of creamy cheese or crema, garnished with herbs and seeds."",
  ""guidance_message"": ""This plate provides plant-based protein and vegetables but is built on refined white rice and a creamy topping. To balance it further, consider a whole-grain rice alternative, extra non-starchy vegetables, and a smaller amount of high-fat dairy or a lower-fat topping. Watch portion size and sodium in prepared salsas."",
  ""macros"": {
    ""calories"": 480,
    ""carbohydrates"": 72,
    ""fats"": 14,
    ""proteins"": 18
  },
  ""ingredients"": [
    {
      ""name"": ""White rice"",
      ""impact"": ""yellow",True,,,,yellow,"Rice with Black Beans, Tomato Salsa and Cheese","A bowl of white rice topped with black beans, chunky tomato salsa and a dollop of creamy cheese or crema, garnished with herbs and seeds.","This plate provides plant-based protein and vegetables but is built on refined white rice and a creamy topping. To balance it further, consider a whole-grain rice alternative, extra non-starchy vegetables, and a smaller amount of high-fat dairy or a lower-fat topping. Watch portion size and sodium in prepared salsas.",480,72,14,18,"[{""name"": ""White rice"", ""impact"": ""yellow""}, {""name"": ""Black beans"", ""impact"": ""green""}, {""name"": ""Tomato salsa / stewed tomatoes"", ""impact"": ""green""}, {""name"": ""Shredded cheese or crema"", ""impact"": ""yellow""}, {""name"": ""Fresh herbs (cilantro)"", ""impact"": ""green""}, {""name"": ""Toasted seeds or nuts (garnish)"", ""impact"": ""green""}]",,,,,,
upload_1749841435404_d2ac9183-048d-4cec-9b9b-a878628e4b30,Berry Yogurt Bowl,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749841435404_d2ac9183-048d-4cec-9b9b-a878628e4b30.jpeg,data/json-files/upload_1749841435404_d2ac9183-048d-4cec-9b9b-a878628e4b30.json,9854.85,413,681,1,,"{
  ""is_food"": true,
  ""recommendation"": ""green"",
  ""meal_title"": ""Yogurt with Blueberries and Red Currants"",
  ""meal_description"": ""A small bowl of plain yogurt topped with fresh blueberries and red currants."",
  ""guidance_message"": ""A simple, fruit-forward snack. To increase satiety and texture, consider adding a small handful of nuts or a sprinkle of whole grains. Adjust portion size based on your energy needs."",
  ""macros"": {
    ""calories"": 225,
    ""carbohydrates"": 24,
    ""fats"": 6,
    ""proteins"": 16
  },
  ""ingredients"": [
    {
      ""name"": ""plain yogurt"",
      ""impact"": ""green""
    },
    {
      ""name"": ""blueberries"",
      ""impact"": ""green""
    },
    {
      ""name"": ""red currants"",
      ""impact"": ""green""
    }
  ]
}",True,,,,green,Yogurt with Blueberries and Red Currants,A small bowl of plain yogurt topped with fresh blueberries and red currants.,"A simple, fruit-forward snack. To increase satiety and texture, consider adding a small handful of nuts or a sprinkle of whole grains. Adjust portion size based on your energy needs.",225,24,6,16,"[{""name"": ""plain yogurt"", ""impact"": ""green""}, {""name"": ""blueberries"", ""impact"": ""green""}, {""name"": ""red currants"", ""impact"": ""green""}]",,,,,,
upload_1749841861682_5e0c8e9d-bcff-4db4-bd59-62aa98119dec,Creamy Potatoes with Vegetables,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749841861682_5e0c8e9d-bcff-4db4-bd59-62aa98119dec.jpeg,data/json-files/upload_1749841861682_5e0c8e9d-bcff-4db4-bd59-62aa98119dec.json,10931.22,413,887,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Creamy Scalloped Potatoes with Steamed Carrots and Broccoli"",
  ""meal_description"": ""Sliced potatoes in a creamy sauce served alongside steamed carrot rounds and a broccoli floret."",
  ""guidance_message"": ""This meal provides vegetables but includes a rich cream-based potato portion. Consider adding a lean protein and increasing non-starchy vegetables, and reduce the cream/cheese portion if you want to lower saturated fat and calories."",
  ""macros"": {
    ""calories"": 420,
    ""carbohydrates"": 45,
    ""fats"": 22,
    ""proteins"": 12
  },
  ""ingredients"": [
    {
      ""name"": ""potatoes (scalloped/au gratin)"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""cream/cheese sauce"",
      ""impact"": ""orange""
    },
    {
      ",True,,,,yellow,Creamy Scalloped Potatoes with Steamed Carrots and Broccoli,Sliced potatoes in a creamy sauce served alongside steamed carrot rounds and a broccoli floret.,"This meal provides vegetables but includes a rich cream-based potato portion. Consider adding a lean protein and increasing non-starchy vegetables, and reduce the cream/cheese portion if you want to lower saturated fat and calories.",420,45,22,12,"[{""name"": ""potatoes (scalloped/au gratin)"", ""impact"": ""yellow""}, {""name"": ""cream/cheese sauce"", ""impact"": ""orange""}, {""name"": ""carrots (steamed)"", ""impact"": ""green""}, {""name"": ""broccoli (steamed)"", ""impact"": ""green""}, {""name"": ""butter or oil (used in cooking)"", ""impact"": ""orange""}]",,,,,,
upload_1749843287038_40cbba8a-21fa-447a-88ce-54e9d8f8708a,Indian Thali Plate,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749843287038_40cbba8a-21fa-447a-88ce-54e9d8f8708a.jpeg,data/json-files/upload_1749843287038_40cbba8a-21fa-447a-88ce-54e9d8f8708a.json,10857.43,413,1013,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Indian Thali with Paratha, Dal, Rice and Sides"",
  ""meal_description"": ""A traditional Indian plate featuring a stuffed or layered flatbread (paratha), a serving of cooked white rice, lentil dal, a green vegetable curry, yogurt-based side, pickles/papad, and a dollop of ghee/butter."",
  ""guidance_message"": ""This meal provides a mix of carbohydrates, plant protein and fats. Consider portion size, limit added ghee or butter, and add extra vegetables or a whole-grain flatbread to increase fiber and balance."",
  ""macros"": {
    ""calories"": 850,
    ""carbohydrates"": 95,
    ""fats"": 40,
    ""proteins"": 22
  },
  ""ingredients"": [
    {
      ""name"": ""Paratha (flatbread)"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""White ",True,,,,yellow,"Indian Thali with Paratha, Dal, Rice and Sides","A traditional Indian plate featuring a stuffed or layered flatbread (paratha), a serving of cooked white rice, lentil dal, a green vegetable curry, yogurt-based side, pickles/papad, and a dollop of ghee/butter.","This meal provides a mix of carbohydrates, plant protein and fats. Consider portion size, limit added ghee or butter, and add extra vegetables or a whole-grain flatbread to increase fiber and balance.",850,95,40,22,"[{""name"": ""Paratha (flatbread)"", ""impact"": ""orange""}, {""name"": ""White rice"", ""impact"": ""orange""}, {""name"": ""Dal (lentil curry)"", ""impact"": ""green""}, {""name"": ""Green vegetable curry (e.g., spinach)"", ""impact"": ""green""}, {""name"": ""Ghee / butter"", ""impact"": ""red""}, {""name"": ""Yogurt / raita"", ""impact"": ""yellow""}, {""name"": ""Papad (crispy lentil wafer)"", ""impact"": ""yellow""}, {""name"": ""Pickle / chutney"", ""impact"": ""yellow""}]",,,,,,
upload_1749843713632_58c8331c-7aec-4895-a51b-cb92988cade5,Ginger Lemon Water,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749843713632_58c8331c-7aec-4895-a51b-cb92988cade5.jpeg,data/json-files/upload_1749843713632_58c8331c-7aec-4895-a51b-cb92988cade5.json,11464.93,413,711,1,,"{""is_food"":true,""recommendation"":""yellow"",""meal_title"":""Small cup of clear/cloudy liquid"",""meal_description"":""A small ceramic cup holding a translucent, slightly cloudy liquid. Appearance suggests water, a light broth, or another clear beverage; ingredients are not visible or confirmed."",""guidance_message"":""This looks like a beverage or light broth. If you prepared it yourself, confirm the ingredients and temperature before consuming. If you are unsure what it contains, consider discarding or tasting a very small amount to check for expected flavor and safety."",""macros"":{""calories"":15,""carbohydrates"":1,""fats"":0.5,""proteins"":1.5},""ingredients"":[{""name"":""Water or base liquid"",""impact"":""green""},{""name"":""Possible broth or stock (unconfirmed)"",""impact"":""yellow""},{""name"":""Possible salt or season",True,,,,yellow,Small cup of clear/cloudy liquid,"A small ceramic cup holding a translucent, slightly cloudy liquid. Appearance suggests water, a light broth, or another clear beverage; ingredients are not visible or confirmed.","This looks like a beverage or light broth. If you prepared it yourself, confirm the ingredients and temperature before consuming. If you are unsure what it contains, consider discarding or tasting a very small amount to check for expected flavor and safety.",15,1,0.5,1.5,"[{""name"": ""Water or base liquid"", ""impact"": ""green""}, {""name"": ""Possible broth or stock (unconfirmed)"", ""impact"": ""yellow""}, {""name"": ""Possible salt or seasonings (unconfirmed)"", ""impact"": ""yellow""}]",,,,,,
upload_1749850518596_ae5c6336-732a-432f-a1c1-a64db860a708,Espresso and Cake,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749850518596_ae5c6336-732a-432f-a1c1-a64db860a708.jpeg,data/json-files/upload_1749850518596_ae5c6336-732a-432f-a1c1-a64db860a708.json,14852.44,413,965,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Espresso with a small slice of cake"",
  ""meal_description"": ""A single shot of espresso served alongside a small piece of pound-style or tea cake."",
  ""guidance_message"": ""A light treat that many enjoy with coffee. Consider sipping water alongside and keeping portions moderate to balance overall intake."",
  ""macros"": {
    ""calories"": 170,
    ""carbohydrates"": 22,
    ""fats"": 9,
    ""proteins"": 3
  },
  ""ingredients"": [
    {
      ""name"": ""Espresso (coffee)"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Wheat flour"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Granulated sugar"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Butter or oil"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Eggs"",
 ",True,,,,yellow,Espresso with a small slice of cake,A single shot of espresso served alongside a small piece of pound-style or tea cake.,A light treat that many enjoy with coffee. Consider sipping water alongside and keeping portions moderate to balance overall intake.,170,22,9,3,"[{""name"": ""Espresso (coffee)"", ""impact"": ""green""}, {""name"": ""Wheat flour"", ""impact"": ""yellow""}, {""name"": ""Granulated sugar"", ""impact"": ""orange""}, {""name"": ""Butter or oil"", ""impact"": ""orange""}, {""name"": ""Eggs"", ""impact"": ""green""}, {""name"": ""Salt"", ""impact"": ""green""}]",,,,,,
upload_1749865296179_d1a4da8d-8804-480e-b835-072f845e11f8,Egg & Bean Quesadilla,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749865296179_d1a4da8d-8804-480e-b835-072f845e11f8.jpeg,data/json-files/upload_1749865296179_d1a4da8d-8804-480e-b835-072f845e11f8.json,10341.69,413,1053,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Scrambled eggs on a tortilla with sliced processed meat"",
  ""meal_description"": ""A tortilla topped with scrambled eggs and pieces of sliced processed meat, pan-cooked with some browning."",
  ""guidance_message"": ""This is a quick protein-forward meal. To boost nutrition, consider adding vegetables, using a whole-grain tortilla, and swapping processed meat for a leaner protein or more egg/beans. Avoid heavily charred portions and moderate added fats and salt."",
  ""macros"": {
    ""calories"": 410,
    ""carbohydrates"": 24,
    ""fats"": 27,
    ""proteins"": 22
  },
  ""ingredients"": [
    {
      ""name"": ""tortilla (flatbread)"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""scrambled eggs"",
      ""impact"": ""green""
    },
    {",True,,,,orange,Scrambled eggs on a tortilla with sliced processed meat,"A tortilla topped with scrambled eggs and pieces of sliced processed meat, pan-cooked with some browning.","This is a quick protein-forward meal. To boost nutrition, consider adding vegetables, using a whole-grain tortilla, and swapping processed meat for a leaner protein or more egg/beans. Avoid heavily charred portions and moderate added fats and salt.",410,24,27,22,"[{""name"": ""tortilla (flatbread)"", ""impact"": ""yellow""}, {""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sliced processed meat (hot dog/sausage)"", ""impact"": ""red""}, {""name"": ""cooking oil or butter"", ""impact"": ""yellow""}, {""name"": ""salt/seasoning"", ""impact"": ""yellow""}]",,,,,,
upload_1749869835174_55f1390a-6ea3-4033-a016-b8a4c30d28a1,Tuna Avocado Tartare,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749869835174_55f1390a-6ea3-4033-a016-b8a4c30d28a1.jpeg,data/json-files/upload_1749869835174_55f1390a-6ea3-4033-a016-b8a4c30d28a1.json,8088.95,413,776,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Marinated Raw Tuna with Avocado and Roe"",
  ""meal_description"": ""A bowl of diced raw tuna tossed in a savory marinade, served over mashed or sliced avocado and topped with fish roe and green onion."",
  ""guidance_message"": ""This appears to be a nutrient-dense seafood dish with healthy fats from avocado and lean protein from tuna. Be mindful of portion size and the sodium content of the marinade and roe. Ensure seafood is from a trusted source and handled safely."",
  ""macros"": {
    ""calories"": 360,
    ""carbohydrates"": 12,
    ""fats"": 22,
    ""proteins"": 28
  },
  ""ingredients"": [
    {
      ""name"": ""raw tuna (diced)"",
      ""impact"": ""green""
    },
    {
      ""name"": ""avocado"",
      ""impact"": ""green""
    },
    {
      ",True,,,,yellow,Marinated Raw Tuna with Avocado and Roe,"A bowl of diced raw tuna tossed in a savory marinade, served over mashed or sliced avocado and topped with fish roe and green onion.",This appears to be a nutrient-dense seafood dish with healthy fats from avocado and lean protein from tuna. Be mindful of portion size and the sodium content of the marinade and roe. Ensure seafood is from a trusted source and handled safely.,360,12,22,28,"[{""name"": ""raw tuna (diced)"", ""impact"": ""green""}, {""name"": ""avocado"", ""impact"": ""green""}, {""name"": ""soy-based marinade / sauce"", ""impact"": ""yellow""}, {""name"": ""fish roe"", ""impact"": ""yellow""}, {""name"": ""green onion / scallion"", ""impact"": ""green""}, {""name"": ""sesame oil (possible in dressing)"", ""impact"": ""yellow""}]",,,,,,
upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa,Beef Sushi Roll,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa.jpeg,data/json-files/upload_1749872693154_5d23dac1-9118-4776-ad69-9853f8e513fa.json,12862.12,413,1102,1,,"{
  ""is_food"": true,
  ""recommendation"": ""yellow"",
  ""meal_title"": ""Seared Beef Sushi Roll with Jalapeño"",
  ""meal_description"": ""A sushi roll topped with seared beef slices and jalapeño rounds, served with wasabi, pickled ginger, and a soy dipping sauce."",
  ""guidance_message"": ""Tasty and satisfying — consider pairing with a vegetable side or salad and watch portion size if you are limiting refined carbs, sodium, or rich sauces."",
  ""macros"": {
    ""calories"": 650,
    ""carbohydrates"": 60,
    ""fats"": 30,
    ""proteins"": 40
  },
  ""ingredients"": [
    {
      ""name"": ""Sushi rice"",
      ""impact"": ""yellow""
    },
    {
      ""name"": ""Seared beef"",
      ""impact"": ""orange""
    },
    {
      ""name"": ""Jalapeño"",
      ""impact"": ""green""
    },
    {
      ""name"": ""Spicy mayo / torched glaze"",",True,,,,yellow,Seared Beef Sushi Roll with Jalapeño,"A sushi roll topped with seared beef slices and jalapeño rounds, served with wasabi, pickled ginger, and a soy dipping sauce.","Tasty and satisfying — consider pairing with a vegetable side or salad and watch portion size if you are limiting refined carbs, sodium, or rich sauces.",650,60,30,40,"[{""name"": ""Sushi rice"", ""impact"": ""yellow""}, {""name"": ""Seared beef"", ""impact"": ""orange""}, {""name"": ""Jalapeño"", ""impact"": ""green""}, {""name"": ""Spicy mayo / torched glaze"", ""impact"": ""orange""}, {""name"": ""Soy sauce (dipping)"", ""impact"": ""yellow""}, {""name"": ""Wasabi"", ""impact"": ""green""}, {""name"": ""Pickled ginger"", ""impact"": ""yellow""}]",,,,,,
upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c,Strawberry Burrata Dessert,mealAnalysis,vision,gpt-5-mini,data/images/upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c.jpeg,data/json-files/upload_1749875264239_2a7fbe6a-e779-46e6-ac22-82d88a66ea3c.json,10177.97,413,990,1,,"{
  ""is_food"": true,
  ""recommendation"": ""orange"",
  ""meal_title"": ""Strawberries with creamy center, pistachio crumb and granita"",
  ""meal_description"": ""A plated dessert featuring fresh strawberries, a chilled pink granita base, a creamy center (e.g., mascarpone/meringue/whipped cream), and crushed pistachio topping."",
  ""guidance_message"": ""This appears to be a sweet, calorie-dense dessert. Enjoy occasionally and consider sharing or reducing portion size if you want a lighter option."",
  ""macros"": {
    ""calories"": 360,
    ""carbohydrates"": 40,
    ""fats"": 22,
    ""proteins"": 6
  },
  ""ingredients"": [
    {
      ""name"": ""strawberries"",
      ""impact"": ""green""
    },
    {
      ""name"": ""creamy component (mascarpone/meringue/whipped cream)"",
      ""impact"": ""orange""
    },
    {
      ""n",True,,,,orange,"Strawberries with creamy center, pistachio crumb and granita","A plated dessert featuring fresh strawberries, a chilled pink granita base, a creamy center (e.g., mascarpone/meringue/whipped cream), and crushed pistachio topping.","This appears to be a sweet, calorie-dense dessert. Enjoy occasionally and consider sharing or reducing portion size if you want a lighter option.",360,40,22,6,"[{""name"": ""strawberries"", ""impact"": ""green""}, {""name"": ""creamy component (mascarpone/meringue/whipped cream)"", ""impact"": ""orange""}, {""name"": ""granita / sweetened shaved ice"", ""impact"": ""red""}, {""name"": ""crushed pistachios"", ""impact"": ""yellow""}]",,,,,,
